App bundle	App name	Screen id	Question	Answer	Answer Type
com.kapeli.dash-setapp	Dash	1707235626	How many checkboxes are there on the screen?	1	number
com.kapeli.dash-setapp	Dash	1707235830	What's the name of the toolbar page that is selected?	Snippets	string
com.kapeli.dash-setapp	Dash	1707235830	How many disabled textfields are on the screen?	4	number
com.kapeli.dash-setapp	Dash	1707235787	What is the name of the selected sidebar tab?	User Contributed	string
com.kapeli.dash-setapp	Dash	1707235787	How many search fields can you see?	1	number
com.kapeli.dash-setapp	Dash	1707235787	How many docsets are listed?	13	number
com.kapeli.dash-setapp	Dash	1707236105	How many autorization buttons are there in the top right panel?	2	number
com.kapeli.dash-setapp	Dash	1707236105	What text is written on the button in the screen center?	Sign up to code in Python	string
com.kapeli.dash-setapp	Dash	1707236105	Is there a searchbar currently selected?	No	yes/no
com.kapeli.dash-setapp	Dash	1707235830	What is the name of the check button on the screen?	Enable	string
com.kapeli.dash-setapp	Dash	1707236145	How many categories are listed in the sidebar menu?	3	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210570	How many tabs are there in the left sidebar menu?	6	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210504	How many checked checboxes are on the screen?	4	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210504	Is there an option to import 'Events from Calendar' to the daily prompt selected?	No	yes/no
com.pureformstudio.diaryOSX-setapp	Diarly	1707210504	How many checkboxes are there on the screen?	6	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210545	How many notes are listed in February 2024?	1	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210545	Is there a sidebar on the screenshot?	Yes	yes/no
com.pureformstudio.diaryOSX-setapp	Diarly	1707210570	What is the name of the button in bottom left of the screen?	Settings	string
com.pureformstudio.diaryOSX-setapp	Diarly	1707210545	How many buttons are there in the top right panel?	4	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210570	"How many notes are displayed in ""All Notes"" section?"	1	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210514	What text is written on the button at the bottom of the window?	Continue	string
com.pureformstudio.diaryOSX-setapp	Diarly	1707210514	Is an to display past memories selected?	No	yes/no
com.pureformstudio.diaryOSX-setapp	Diarly	1707210492	How many options are there to choose the main purpose of your journal?	6	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210492	Which option is currently selected for the main purpose of the journal?	Reflect and cultivate mental health.	string
com.pureformstudio.diaryOSX-setapp	Diarly	1707210492	How many purpose options are currently selected?	1	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210622	Is there a search field on the screen?	Yes	yes/no
com.pureformstudio.diaryOSX-setapp	Diarly	1707210622	According to the screen, how many attachments do I have?	1	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210622	How many words are now in my journal?	518	number
com.pureformstudio.diaryOSX-setapp	Diarly	1707210514	How many checkboxes are there on the screen?	2	number
com.dueapps.duemac-setapp	Due	1707213342	How many buttons are there in the sidebar menu?	3	number
com.dueapps.duemac-setapp	Due	1707213342	How many images are there on this screen?	1	number
com.dueapps.duemac-setapp	Due	1707213342	Is the searchbar currently selected?	No	yes/no
com.dueapps.duemac-setapp	Due	1707213324	According to the screen, arethe notifications turned on?	No	yes/no
com.dueapps.duemac-setapp	Due	1707213324	How many buttons except sidebar menu are on the screen?	1	number
com.dueapps.duemac-setapp	Due	1707213324	What is the name of selected sidebar tab?	Logbook	string
com.dueapps.duemac-setapp	Due	1707213295	How many buttons are there in the sidebar menu?	5	number
com.dueapps.duemac-setapp	Due	1707213295	How many checkboxes are there on the screen?	0	number
com.dueapps.duemac-setapp	Due	1707213295	What is the name of selected sidebar tab?	Reminders	string
com.kamban.elephas-setapp	Elelphas	1707210149	Is the length of a video on the screen larger than 4 minutes?	No	yes/no
com.kamban.elephas-setapp	Elelphas	1707210149	Is there a stop button on the screen?	No	yes/no
com.kamban.elephas-setapp	Elelphas	1707210133	Does Elephas require additional permissions?	Yes	yes/no
com.kamban.elephas-setapp	Elelphas	1707210133	How many checkboxes are there on the screen?	0	number
com.kamban.elephas-setapp	Elelphas	1707210149	Is there a play button on the screen?	Yes	yes/no
com.kamban.elephas-setapp	Elelphas	1707210133	How many buttons are there on the screen?	3	number
com.pixyzehn.Expenses-setapp	Expenses	1707168816	How many search bars are on the screen?	1	number
com.pixyzehn.Expenses-setapp	Expenses	1707168706	Is there a settings icon on the page?	Yes	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168706	How many search bars are on the screen?	1	number
com.pixyzehn.Expenses-setapp	Expenses	1707168769	How many checkboxes are on the screen?	2	number
com.pixyzehn.Expenses-setapp	Expenses	1707168769	What is the selected currency? Provide three letter abbreviation.	UAH	string
com.pixyzehn.Expenses-setapp	Expenses	1707168769	How many checkboxes are checked on the screen?	2	number
com.pixyzehn.Expenses-setapp	Expenses	1707168816	Is it possible to change the currency from UAH to ANG using this screen?	Yes	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168849	Is there a selected category?	No	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168849	What is the selected currency? Provide three letter abbreviation.	USD	string
com.pixyzehn.Expenses-setapp	Expenses	1707168706	Where do I click to create a new sheet?	[(32, 1482), (194, 1514)]	coordinates
com.pixyzehn.Expenses-setapp	Expenses	1707168816	Where should I click to change the currency to ANG?	[(484, 1104), (1564, 1190)]	coordinates
com.pixyzehn.Expenses-setapp	Expenses	1707168877	Where should I click to add a new category?	[(484, 1354), (708, 1388)]	coordinates
com.pixyzehn.Expenses-setapp	Expenses	1707168943	Where should I click to set a custom repeat pattern?	[(484, 966), (1564, 1030)]	coordinates
com.pixyzehn.Expenses-setapp	Expenses	1707168988	Where should I click to export the expenses?	[(484, 570), (1564, 630)]	coordinates
com.pixyzehn.Expenses-setapp	Expenses	1707168988	How many checkboxes are unchecked on the screen?	0	number
com.pixyzehn.Expenses-setapp	Expenses	1707168849	What month is selected in date? (provide numeric answer given DD.MM.YYYY notation)	2	number
com.pixyzehn.Expenses-setapp	Expenses	1707168988	How many checkboxes are checked on the screen?	2	number
com.pixyzehn.Expenses-setapp	Expenses	1707168943	Does the expense repeat?	No	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168901	Is there an option to create a yellow category?	Yes	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168901	"Is the selected tab ""Income""?"	No	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168901	Is it possible to set a custom color for the category?	Yes	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168877	How many search bars are on the screen?	1	number
com.pixyzehn.Expenses-setapp	Expenses	1707168877	Is the selected category Groceries?	No	yes/no
com.pixyzehn.Expenses-setapp	Expenses	1707168943	How many checkboxes are checked on the screen?	1	number
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229152	Where should I click to refresh GIF selection?	[(1224, 284), (1264, 324)]	coordinates
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229072	Where should I click to import media from iOS?	[(940, 770), (1132, 890)]	coordinates
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229105	Where should I click to add fading zoom in effect for text?	[(1160, 462), (1360, 570)]	coordinates
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229060	Where should I click to open the project?	[(60, 240), (320, 292)]	coordinates
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229060	How many search bars are on the screen?	1	number
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229187	What is current sample rate?	44100	number
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229072	"Is the current selected top toolbar item ""Media""?"	Yes	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229072	"Is the current selected sidebar item ""Favorite""?"	No	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229105	"Is the current selected top toolbar item ""Media""?"	No	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229105	"Is the current selected top toolbar item ""Resources""?"	Yes	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229116	"Is the current selected top toolbar item ""Effects""?"	Yes	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229116	"Is the current selected sidebar item ""Animation""?"	No	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229116	Is there a Splash effect on the screen?	No	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229152	"Is the current selected top toolbar item ""Resources""?"	Yes	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229152	"Is the current selected sidebar item ""Picture""?"	No	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229160	"Is the current selected top toolbar item ""Resources""?"	Yes	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229160	"Is the current selected sidebar item ""Text""?"	No	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229160	"Is the current selected sidebar item ""Unsplash""?"	Yes	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229187	How many sliders are there on the screen?	1	number
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229060	Is the logo located below the open project button?	No	yes/no
com.PDFTechnologies.FilmageEditor-setapp	Filmage Editor	1707229187	What's the selected screen ratio? Provide answer in XX:Y format	16:9	string
com.apple.garageband10	GarageBand	1707175615	"Is the selected key signature for Songwriter template ""C""?"	Yes	yes/no
com.apple.garageband10	GarageBand	1707175387	Is the audio recording using microphone selected as a track type?	Yes	yes/no
com.apple.garageband10	GarageBand	1707175575	Is the Chord Trainer selected?	No	yes/no
com.apple.garageband10	GarageBand	1707175575	Is Intro to Guitar selected?	Yes	yes/no
com.apple.garageband10	GarageBand	1707175589	How many lessons are there in classical piano series?	4	number
com.apple.garageband10	GarageBand	1707175589	How many checkboxes are there on the screen?	0	number
com.apple.garageband10	GarageBand	1707175589	"Is the current selected sidebar menu item ""New Project""?"	No	yes/no
com.apple.garageband10	GarageBand	1707175615	What is the selected tempo for SongWriter template?	96	number
com.apple.garageband10	GarageBand	1707175575	Where do I click to learn piano?	[(1168, 92), (1368, 140)]	coordinates
com.apple.garageband10	GarageBand	1707175368	Where should I click to Play?	[(1000, 74), (1074, 134)]	coordinates
com.apple.garageband10	GarageBand	1707175387	Is the Software Instrument selected as a track type?	No	yes/no
com.apple.garageband10	GarageBand	1707175615	"Is the selected key for Songwriter template ""Minor""?"	No	yes/no
com.apple.garageband10	GarageBand	1707175368	What's the selected tempo? Provide a numeric answer.	120	number
com.apple.garageband10	GarageBand	1707175368	Is the loop menu open?	Yes	yes/no
com.apple.garageband10	GarageBand	1707175387	How many checkboxes are ticked on the TOP screen?	0	number
com.macpaw.Gemini-setapp	Gemini	1707169940	How many search bars are on the screen?	0	number
com.macpaw.Gemini-setapp	Gemini	1707169977	"Is the app scanning the ""Downloads"" folder?"	No	yes/no
com.macpaw.Gemini-setapp	Gemini	1707170221	How many MB of duplicates were removed? Provide an integer only answer.	1	number
com.macpaw.Gemini-setapp	Gemini	1707170197	"Is the image ""IMG_8660.JPG"" selected?"	No	yes/no
com.macpaw.Gemini-setapp	Gemini	1707170197	How many checkboxes are unchecked on the screen?	1	number
com.macpaw.Gemini-setapp	Gemini	1707170197	How many checkboxes are checked on the screen?	2	number
com.macpaw.Gemini-setapp	Gemini	1707170014	Can you select automatically to delete duplicates?	No	yes/no
com.macpaw.Gemini-setapp	Gemini	1707170014	How many buttons are on the screen?	3	number
com.macpaw.Gemini-setapp	Gemini	1707170014	How many MB of duplicates were found in Projects folder? Provide an integer only answer.	292	number
com.macpaw.Gemini-setapp	Gemini	1707169977	"Is the app scanning the ""Projects"" folder?"	Yes	yes/no
com.macpaw.Gemini-setapp	Gemini	1707170221	How many buttons are there on the screen?	5	number
com.macpaw.Gemini-setapp	Gemini	1707170221	How many checkboxes are there on the screen?	0	number
com.macpaw.Gemini-setapp	Gemini	1707169949	"Can you locate ""Stop"" button on the screen?"	Yes	yes/no
com.macpaw.Gemini-setapp	Gemini	1707169949	"Can you locate ""Play"" button on the screen?"	No	yes/no
com.macpaw.Gemini-setapp	Gemini	1707169949	How many buttons are on the screen?	2	number
com.macpaw.Gemini-setapp	Gemini	1707169940	How many checkboxes are checked on the screen?	0	number
com.macpaw.Gemini-setapp	Gemini	1707169940	Is the color of the button to scan for duplicates green?	Yes	yes/no
com.macpaw.Gemini-setapp	Gemini	1707169977	How many GB of files was found? Provide an integer.	4	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240028	Where should I click to continue?	[(1588, 1508), (2332, 1588)]	coordinates
com.neededapps.gluemotion-setapp	GlueMotion	1707240040	Is the selected crop freeform?	No	yes/no
com.neededapps.gluemotion-setapp	GlueMotion	1707240011	How many buttons are there on the screen?	3	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240011	How many checkboxes are there on the screen?	0	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240040	"Is the current top toolbar item ""Transforms""?"	Yes	yes/no
com.neededapps.gluemotion-setapp	GlueMotion	1707240066	How many passes are selected?	2	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240066	Is ther a deflickering option selected?	No	yes/no
com.neededapps.gluemotion-setapp	GlueMotion	1707240066	Is there a blending option selected?	No	yes/no
com.neededapps.gluemotion-setapp	GlueMotion	1707240076	How many frames per second are selected?	30	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240076	What is the duration in seconds?	0	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240085	Is the selected video format MP4?	No	yes/no
com.neededapps.gluemotion-setapp	GlueMotion	1707240028	"Is the current top toolbar item ""Frames""?"	Yes	yes/no
com.neededapps.gluemotion-setapp	GlueMotion	1707240085	Is the selected background black?	Yes	yes/no
com.neededapps.gluemotion-setapp	GlueMotion	1707240076	Where do I click to generate the preview?	[(588, 702), (948, 752)]	coordinates
com.neededapps.gluemotion-setapp	GlueMotion	1707240040	Where do I click to press play?	[(160, 1378), (212, 1416)]	coordinates
com.neededapps.gluemotion-setapp	GlueMotion	1707240028	How many frames are being imported?	2	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240011	How many search bars are there on the screen?	0	number
com.neededapps.gluemotion-setapp	GlueMotion	1707240085	"Is the selected option for aspect ""Keep the original resolution""?"	No	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707213983	How many buttons are there on the screen?	2	number
com.hahainteractive.GoodTask-setapp	GoodTask	1707213983	Can you go to the next page using the functionality on the screen?	Yes	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707214026	Where do I click to see recent reminders?	[(32, 396), (528, 446)]	coordinates
com.hahainteractive.GoodTask-setapp	GoodTask	1707213983	Can you create a task using the functionality on the screen?	No	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707213995	Can you go to the next page using the functionality on the screen?	Yes	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707213995	Can you go to the previous page using the functionality on the screen?	Yes	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707214100	How many recent reminders are there?	2	number
com.hahainteractive.GoodTask-setapp	GoodTask	1707214004	How many buttons are there on the screen?	4	number
com.hahainteractive.GoodTask-setapp	GoodTask	1707214004	Can you go to the previous page using the functionality on the screen?	Yes	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707214004	Can you go to the next page using the functionality on the screen?	No	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707214026	How many overdue reminders are there?	1	number
com.hahainteractive.GoodTask-setapp	GoodTask	1707214026	"Is the selected sidebar menu item ""All Lists""?"	Yes	yes/no
com.hahainteractive.GoodTask-setapp	GoodTask	1707214100	How many reminders are there?	2	number
com.hahainteractive.GoodTask-setapp	GoodTask	1707214100	How many high priority reminders are there?	0	number
com.hahainteractive.GoodTask-setapp	GoodTask	1707213995	How many buttons are there on the screen?	2	number
com.apple.Maps	Maps	1707083131	What is the website of the Ukrainian Catholic University?	ucu.edu.ua	string
com.apple.Maps	Maps	1707083089	How many buttons are there in the top right panel?	8	number
com.apple.Maps	Maps	1707083174	How many transport options are provided in the top right?	4	number
com.apple.Maps	Maps	1707083174	"Is there a ""Quit"" button on the screen?"	No	yes/no
com.apple.Maps	Maps	1707083131	I want to discard recent searches, where should I click?	[(32, 544), (178, 592)]	coordinates
com.apple.Maps	Maps	1707083089	How many places are added to Favourites?	2	number
com.apple.Maps	Maps	1707083174	I want to add one more stop, where should I click?	[(1490, 338), (1990, 394)]	coordinates
com.apple.Maps	Maps	1707083089	I want search for a place, where should i click?	[(30, 74), (534, 134)]	coordinates
com.apple.Maps	Maps	1707083131	What is the name of the selected place?	Ukrainian Catholic University	string
com.QReader.MarginStudyMac-setapp	Marginnote	1707169473	Is the selected folder Root?	Yes	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169495	How many notebooks are there on the screen?	1	number
com.QReader.MarginStudyMac-setapp	Marginnote	1707169495	"Is the selected sidebar menu item ""Study""?"	Yes	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169495	Are the documents sorted by Name?	No	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169504	"Is the selected sidebar menu item ""Study""?"	No	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169504	"Is the selected sidebar menu item ""Review""?"	Yes	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169504	Is there a search icon on the screen?	Yes	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169517	Is it possible to find lost notes?	Yes	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169517	Is it possible to download an item using current screen?	No	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169517	"Is the selected sidebar menu item ""Review""?"	Yes	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169473	"Is the selected sidebar menu item ""Study""?"	No	yes/no
com.QReader.MarginStudyMac-setapp	Marginnote	1707169473	"Is the selected sidebar menu item ""Document""?"	Yes	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242984	Are the options available to select for cost?	Yes	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242942	Are the selected initials D.R.?	Yes	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242942	Is the person selected overutilised?	No	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242942	What's the availability for the project (in %)?	100	number
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242950	"Is the calendar based on ""Standard"" selected?"	Yes	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242984	How many options for cost type are available?	4	number
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242984	How many status options are available?	5	number
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242950	"Is the current resource ""Calendar""?"	Yes	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242976	How many pounds are available in resources?	1	number
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242976	Is the selected currency British Pound?	Yes	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242976	How many hours per week are selected?	40	number
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242959	"Is the current resource ""Tags""?"	Yes	yes/no
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242959	How many checkboxes are checked on the screen?	0	number
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242959	How many checkboxes are there on the screen?	4	number
net.projectwizards.merlinprojectexpress-setapp	Merlin Project Express	1707242950	"Is the current resource ""List""?"	No	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239205	How many checkboxes are there on the screen?	0	number
com.mockuuups.studio-setapp	Mockuuups studio	1707239241	How many buttons are there on the TOP window?	2	number
com.mockuuups.studio-setapp	Mockuuups studio	1707239241	Is the app asking a user to save mockup?	No	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239241	Is the app asking a user to log in?	Yes	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239258	"Is the selected option for photo type ""Portrait""?"	Yes	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239258	Is there an option of a vacation mockup?	Yes	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239258	"Is the selected option for gender ""Male""?"	No	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239192	"Is the selected option in device menu ""Tablets""?"	No	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239192	"Is the selected option in device menu ""Phones""?"	Yes	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239205	Is it possible to remove last change using a button?	Yes	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239192	Are the phones shown iPhones?	No	yes/no
com.mockuuups.studio-setapp	Mockuuups studio	1707239205	How many buttons are there in top menu for PHONE APPEARANCE settings?	7	number
com.betamagic.News-Explorer-setapp	News-Explorer	1707239688	What is the title of the displayed card?	Seeking ideas for my final year project [P]	string
com.betamagic.News-Explorer-setapp	News-Explorer	1707239688	I want to start search, where to click?	[(2228, 12), (2312, 92)]	coordinates
com.betamagic.News-Explorer-setapp	News-Explorer	1707239447	Where should I click to add the selected RSS feeds to my subscriptions?	[(1480, 1072), (1792, 1136)]	coordinates
com.betamagic.News-Explorer-setapp	News-Explorer	1707239688	How many buttons are there in the top right panel?	3	number
com.betamagic.News-Explorer-setapp	News-Explorer	1707239447	How many RSS feed options are presented in the search results?	4	number
com.betamagic.News-Explorer-setapp	News-Explorer	1707239413	How many tabs are there in the sidebar menu?	3	number
com.betamagic.News-Explorer-setapp	News-Explorer	1707239413	How many articles are in the latest news?	0	number
com.betamagic.News-Explorer-setapp	News-Explorer	1707239413	Is there a search bar on the screen?	Yes	yes/no
com.betamagic.News-Explorer-setapp	News-Explorer	1707239447	What keyword is used in the search bar on the screen?	machine learning	string
co.noteplan.NotePlan-setapp	NotePlan	1707242545	How many checkboxes are there on the screen?	0	number
co.noteplan.NotePlan-setapp	NotePlan	1707242529	"Is the selected top toolbar menu ""Calendars""?"	No	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242529	"Is the selected top toolbar menu ""Markdown""?"	Yes	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242529	How many checkboxes are there on the screen?	6	number
co.noteplan.NotePlan-setapp	NotePlan	1707242545	How many themes are listed on the screen?	6	number
co.noteplan.NotePlan-setapp	NotePlan	1707242573	"Is the ""Turn Off Sync"" option selected?"	No	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242545	What is the name of selected theme?	Orange	string
co.noteplan.NotePlan-setapp	NotePlan	1707242499	"Is the name of the project ""Super Project""?"	No	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242573	What is the name of the current selected tab?	Sync	string
co.noteplan.NotePlan-setapp	NotePlan	1707242499	Is there a button to share a note?	Yes	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242482	"Are the ""Mentions"" selected in the sidebar menu?"	Yes	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242482	How many hashtags are there?	2	number
co.noteplan.NotePlan-setapp	NotePlan	1707242482	How many mentions are there?	2	number
co.noteplan.NotePlan-setapp	NotePlan	1707242470	How many checkboxes are there on the screen?	0	number
co.noteplan.NotePlan-setapp	NotePlan	1707242470	"How many ""Template"" buttons are visible?"	6	number
co.noteplan.NotePlan-setapp	NotePlan	1707242470	Is this page scrollable?	Yes	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242434	Are calendar notes shown Daily?	Yes	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242434	Is today the 6th of February?	Yes	yes/no
co.noteplan.NotePlan-setapp	NotePlan	1707242434	Where do I click to insert template?	[(950, 708), (1240, 772)]	coordinates
co.noteplan.NotePlan-setapp	NotePlan	1707242573	What is the name of the current screen?	Preferences	string
co.noteplan.NotePlan-setapp	NotePlan	1707242499	Is there a button to delete a note?	No	yes/no
com.apple.iWork.Numbers	Numbers	1707175049	What is the name of the current selected column?	D	string
com.apple.iWork.Numbers	Numbers	1707175049	How many columns does the table have?	16	number
com.apple.iWork.Numbers	Numbers	1707175235	How many columns does the table have?	2	number
com.apple.iWork.Numbers	Numbers	1707175235	What is the name of the current opened file?	clustered_queries_06.numbers	string
com.apple.iWork.Numbers	Numbers	1707175049	How many rows does the table have?	37	number
com.apple.iWork.Numbers	Numbers	1707175235	How to invite someone to collaborate, where to click?	[(1918, 56), (2066, 140)]	coordinates
com.nikolaeu.numi-setapp	Numi	1707235415	How many buttons are there in the top right panel?	2	number
com.nikolaeu.numi-setapp	Numi	1707235415	"Is there a ""Save"" button on the screen?"	No	yes/no
com.nikolaeu.numi-setapp	Numi	1707235443	Is 'Night Mode' currently seleted in the preferences?	Yes	yes/no
com.nikolaeu.numi-setapp	Numi	1707235443	How many checkboxes are there on the screen?	5	number
com.nikolaeu.numi-setapp	Numi	1707235443	What is the selected precision value chosen?	2	number
com.nikolaeu.numi-setapp	Numi	1707235415	What is the title of this screen?	Numi	string
app.loshadki.OpenIn-setapp	OpenIn	1707239986	How many buttons (excluding toolbar items and checkboxes) are on the screen?	3	number
app.loshadki.OpenIn-setapp	OpenIn	1707239986	I want to import a backup, where should I click?	[(1440, 418), (1542, 450)]	coordinates
app.loshadki.OpenIn-setapp	OpenIn	1707239986	Is it possible to create a backup using this page?	Yes	yes/no
app.loshadki.OpenIn-setapp	OpenIn	1707239972	How many buttons (excluding toolbar items and checkboxes) are on the screen?	4	number
app.loshadki.OpenIn-setapp	OpenIn	1707239972	"Is the ""tel:// scheme handler"" enabled?"	No	yes/no
app.loshadki.OpenIn-setapp	OpenIn	1707239965	Is it possible to add another mail application?	Yes	yes/no
app.loshadki.OpenIn-setapp	OpenIn	1707239972	"Is current open toolbar page ""General""?"	No	yes/no
app.loshadki.OpenIn-setapp	OpenIn	1707239965	How many mail applications are on the screen?	2	number
app.loshadki.OpenIn-setapp	OpenIn	1707239910	How many buttons are there on the top screen?	2	number
app.loshadki.OpenIn-setapp	OpenIn	1707239910	Can the top screen be scrolled?	No	yes/no
app.loshadki.OpenIn-setapp	OpenIn	1707239965	How many switches/toggle buttons are turned on?	0	number
app.loshadki.OpenIn-setapp	OpenIn	1707239910	What text is written on the BLUE button?	Close	string
com.charliemonroe.Permute-setapp	Permute	1707228874	Is this screen scrollable?	No	yes/no
com.charliemonroe.Permute-setapp	Permute	1707228951	How many conversions have been completed?	24	number
com.charliemonroe.Permute-setapp	Permute	1707228860	How many audio files are listed in the main window?	1	number
com.charliemonroe.Permute-setapp	Permute	1707228860	What is the selected audio format?	MP3	string
com.charliemonroe.Permute-setapp	Permute	1707228794	Can you add a new FILE on this page?	Yes	yes/no
com.charliemonroe.Permute-setapp	Permute	1707228794	What is the title of this screen?	Permute	string
com.charliemonroe.Permute-setapp	Permute	1707228794	How many buttons are there in the bottom panel of the screen?	5	number
com.charliemonroe.Permute-setapp	Permute	1707228951	What is the selected image format?	JPEG	string
com.charliemonroe.Permute-setapp	Permute	1707228874	Is there a search bar on the screen?	No	yes/no
com.charliemonroe.Permute-setapp	Permute	1707228874	"Is there a ""Cancel"" button on the screen?"	Yes	yes/no
com.charliemonroe.Permute-setapp	Permute	1707228951	How many images are FULLY displayed on the screen?	6	number
com.charliemonroe.Permute-setapp	Permute	1707228860	What is the name of the first listed audio file?	alarm	string
com.neededapps.photosrevive-setapp	PhotosRevive	1707212776	Is there a search bar on the screen?	No	yes/no
com.neededapps.photosrevive-setapp	PhotosRevive	1707212776	How many photos are uploaded?	1	number
com.neededapps.photosrevive-setapp	PhotosRevive	1707212776	How many buttons are there in the right bottom of the screen?	2	number
